x,f(x)
-6.533185307179586,0.9689124217106462
-6.433185307179587,0.9887710779360429
-6.333185307179587,0.9987502603949656
-6.233185307179587,0.9987502603949655
-6.133185307179588,0.9887710779360416
-6.033185307179588,0.9689124217106443
-5.933185307179588,0.93937271284738
-5.833185307179589,0.9004471023526784
-5.733185307179589,0.852524522059507
-5.633185307179589,0.7960837985490575
-5.53318530717959,0.7316888688738243
-5.43318530717959,0.659983145884985
-5.3331853071795905,0.5816830894638868
-5.233185307179591,0.49757104789173034
-5.133185307179591,0.4084874408841618
-5.033185307179592,0.31532236239527367
-4.933185307179592,0.21900668709304705
-4.833185307179592,0.12050276936737249
-4.733185307179593,0.02079482780309874
-4.633185307179593,-0.0791208888067274
-4.533185307179593,-0.1782460556494849
-4.433185307179594,-0.2755902468245059
-4.333185307179594,-0.3701808313512798
-4.233185307179594,-0.46107269137670587
-4.133185307179595,-0.5473576654802642
-4.033185307179595,-0.6281736227227324
-3.933185307179595,-0.7027130767735479
-3.833185307179595,-0.7702312540473013
-3.733185307179595,-0.8300535352352175
-3.6331853071795948,-0.881582195878282
-3.5331853071795947,-0.9243023786324603
-3.4331853071795946,-0.957787237553088
-3.3331853071795945,-0.9817022029984527
-3.2331853071795944,-0.9958083245390605
-3.1331853071795943,-0.999964658471342
-3.0331853071795942,-0.994129676080547
-2.933185307179594,-0.9783616785819358
-2.833185307179594,-0.9528182145943072
-2.733185307179594,-0.9177545059662789
-2.633185307179594,-0.8735208976839416
-2.533185307179594,-0.820559357339565
-2.4331853071795937,-0.7593990591375127
-2.3331853071795936,-0.6906510965605128
-2.2331853071795935,-0.61500237652558
-2.1331853071795934,-0.5332087560371606
-2.0331853071795933,-0.44608748991379904
-1.9331853071795932,-0.354509065048138
-1.8331853071795932,-0.25938850278963277
-1.733185307179593,-0.16167621635369286
-1.633185307179593,-0.06234851460699856
-1.533185307179593,0.03760215288797008
-1.4331853071795928,0.1371771121009013
-1.3331853071795927,0.23538144295444488
-1.2331853071795926,0.33123392023674797
-1.1331853071795925,0.4237768176794223
-1.0331853071795924,0.5120854772418354
-0.9331853071795925,0.5952775479886016
-0.8331853071795925,0.6725218022484613
-0.7331853071795925,0.7430464409664057
-0.6331853071795925,0.8061468052647119
-0.5331853071795926,0.8611924171615177
-0.4331853071795926,0.9076332790984106
-0.3331853071795926,0.9450053693342253
-0.2331853071795926,0.972935278296896
-0.1331853071795926,0.9911439395684681
-0.03318530717959259,0.9994494182244991
0.06681469282040742,0.9977687286676844
0.16681469282040742,0.9861186637925135
0.26681469282040743,0.9646156271962195
0.36681469282040746,0.9334744701125143
0.46681469282040744,0.8930063446890796
0.5668146928204074,0.8436155950581624
0.6668146928204074,0.7857957172636651
0.7668146928204074,0.7201244284117982
0.8668146928204074,0.6472578943127288
0.9668146928204073,0.5679241732886996
1.0668146928204074,0.4829159416559432
1.1668146928204075,0.3930825735649462
1.2668146928204076,0.29932165433471253
1.3668146928204077,0.20257001207695058
1.4668146928204078,0.10379435721925882
1.5668146928204079,0.003981623454085051
1.666814692820408,-0.09587089337649166
1.766814692820408,-0.19476549993115527
1.8668146928204081,-0.29171407399142074
1.9668146928204082,-0.38574793745221714
2.066814692820408,-0.47592753503330554
2.166814692820408,-0.561351822005068
2.2668146928204083,-0.6411672671295974
2.3668146928204084,-0.714576380862687
2.4668146928204084,-0.7808456836057458
2.5668146928204085,-0.8393130343914812
2.6668146928204086,-0.889394246777579
2.7668146928204087,-0.9305889258445275
2.866814692820409,-0.9624854679762361
2.966814692820409,-0.9847651734673225
3.066814692820409,-0.997205430865212
3.166814692820409,-0.9996819412301832
3.266814692820409,-0.9921699600893032
3.3668146928204092,-0.9747445446749899
3.4668146928204093,-0.9475798039779957
3.5668146928204094,-0.9109471591078915
3.6668146928204095,-0.8652126313430738
3.7668146928204096,-0.8108331849671507
3.8668146928204097,-0.7483521614328458
3.9668146928204098,-0.6783938504738483
4.06681469282041,-0.6016572524081012
4.1668146928204095,-0.5189090939577412
4.266814692820409,-0.43097616736909916
4.366814692820409,-0.33873706937789216
4.466814692820408,-0.24311342256103688
4.566814692820408,-0.14506066678857074
4.666814692820408,-0.04555851278423081
4.766814692820407,0.05439884682020466
4.866814692820407,0.15381267112908165
4.966814692820407,0.2516896500717394
5.066814692820406,0.3470518292284315
5.166814692820406,0.43894638122753993
5.266814692820406,0.5264551260818207
5.366814692820405,0.6087037053392256
5.466814692820405,0.6848703183835325
5.5668146928204045,0.7541939335946195
5.666814692820404,0.8159818923246032
5.766814692820404,0.869616829714201
5.8668146928204035,0.9145628431983894
5.966814692820403,0.9503708470676694
6.066814692820403,0.9766830595838581
6.166814692820402,0.993236577817243
6.266814692820402,0.9998660044853594
6.366814692820402,0.9965051005484178
6.466814692820401,0.9831874470475752
